69
 1.11812	-0.11796	 0.00000
 1.11791	-0.11781	 0.00000
 1.11730	-0.11739	 0.00000
 1.11627	-0.11668	 0.00000
 1.11482	-0.11571	 0.00000
 1.11296	-0.11446	 0.00000
 1.11068	-0.11297	 0.00000
 1.10797	-0.11123	 0.00000
 1.10484	-0.10926	 0.00000
 1.10129	-0.10708	 0.00000
 1.09730	-0.10471	 0.00000
 1.09287	-0.10215	 0.00000
 1.08801	-0.09944	 0.00000
 1.08271	-0.09659	 0.00000
 1.07696	-0.09362	 0.00000
 1.07078	-0.09054	 0.00000
 1.06414	-0.08737	 0.00000
 1.05707	-0.08413	 0.00000
 1.04955	-0.08084	 0.00000
 1.04159	-0.07750	 0.00000
 1.03319	-0.07413	 0.00000
 1.02437	-0.07074	 0.00000
 1.01512	-0.06733	 0.00000
 1.00546	-0.06391	 0.00000
 0.99539	-0.06049	 0.00000
 0.98493	-0.05706	 0.00000
 0.97409	-0.05362	 0.00000
 0.96288	-0.05017	 0.00000
 0.95131	-0.04671	 0.00000
 0.93941	-0.04322	 0.00000
 0.92720	-0.03970	 0.00000
 0.91468	-0.03614	 0.00000
 0.90188	-0.03253	 0.00000
 0.88882	-0.02884	 0.00000
 0.87552	-0.02508	 0.00000
 0.86200	-0.02123	 0.00000
 0.84828	-0.01726	 0.00000
 0.84700	-0.01683	 0.00000
 0.84700	-0.01683	 0.00000
 0.84627	-0.01661	 0.00000
 0.84557	-0.01637	 0.00000
 0.84491	-0.01613	 0.00000
 0.84428	-0.01586	 0.00000
 0.84369	-0.01559	 0.00000
 0.84313	-0.01530	 0.00000
 0.84260	-0.01500	 0.00000
 0.84211	-0.01469	 0.00000
 0.84166	-0.01436	 0.00000
 0.84123	-0.01402	 0.00000
 0.84085	-0.01367	 0.00000
 0.84049	-0.01331	 0.00000
 0.84017	-0.01293	 0.00000
 0.83989	-0.01254	 0.00000
 0.83964	-0.01214	 0.00000
 0.83942	-0.01172	 0.00000
 0.83924	-0.01129	 0.00000
 0.83909	-0.01085	 0.00000
 0.83898	-0.01039	 0.00000
 0.83890	-0.00992	 0.00000
 0.83886	-0.00944	 0.00000
 0.83884	-0.00895	 0.00000
 0.83887	-0.00844	 0.00000
 0.83893	-0.00792	 0.00000
 0.83902	-0.00739	 0.00000
 0.83915	-0.00684	 0.00000
 0.83931	-0.00628	 0.00000
 0.83951	-0.00571	 0.00000
 0.83974	-0.00513	 0.00000
 0.84000	-0.00453	 0.00000
